('continent', 0, 0.5, 0, 0, 0, 0, 0, 0, 0, 0.5)
('phenomenon', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('history', 0, 0.25, 0, 0.25, 0.25, 0, 0, 0, 0.25, 0)
('Sacred', 0, 0.5, 0.5, 0, 0, 0, 0, 0, 0, 0)
('Island', 0, 0.375, 0.5, 0, 0, 0, 0.125, 0, 0, 0)
('Okinoshima', 0, 0.2, 0.8, 0, 0, 0, 0, 0, 0, 0)
('different', 0, 0.333333333333333, 0.333333333333333, 0, 0, 0, 0, 0, 0.333333333333333, 0)
('polity', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('4th', 0, 0.5, 0.5, 0, 0, 0, 0, 0, 0, 0)
('9th', 0, 0.333333333333333, 0.666666666666667, 0, 0, 0, 0, 0, 0, 0)
('evident', 0, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 0)
('abundant', 0, 0.5, 0, 0, 0.5, 0, 0, 0, 0, 0)
('find', 0, 0.333333333333333, 0, 0, 0, 0, 0.333333333333333, 0, 0.333333333333333, 0)
('object', 0, 0.5, 0.25, 0, 0, 0.25, 0, 0, 0, 0)
('variety', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('origin', 0, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 0)
('deposit', 0, 0.333333333333333, 0.666666666666667, 0, 0, 0, 0, 0, 0, 0)
('ritual', 0, 0.333333333333333, 0.666666666666667, 0, 0, 0, 0, 0, 0, 0)
('safe', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('navigation', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('perform', 0, 0.5, 0.5, 0, 0, 0, 0, 0, 0, 0)
('change', 0, 0.285714285714286, 0.285714285714286, 0, 0.142857142857143, 0, 0, 0, 0.285714285714286, 0)
('distribution', 0, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 0)
('organisation', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('attest', 0, 0.5, 0.5, 0, 0, 0, 0, 0, 0, 0)
('reflect', 0, 0.142857142857143, 0, 0.142857142857143, 0, 0.428571428571429, 0, 0, 0.285714285714286, 0)
('dynamic', 0, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 0)
('Asian', 0, 0.2, 0, 0.4, 0, 0, 0, 0, 0.4, 0)
('mainland', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('Korean', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('Peninsula', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('Archipelago', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('sense', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('identity', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('contribute', 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)
('formation', 0, 0.5, 0, 0, 0, 0, 0, 0, 0.5, 0)
('flowering', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
('capital', 0, 0, 0.5, 0.5, 0, 0, 0, 0, 0, 0)
('heritage', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
('Ryukyuan', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
('Kingdom', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
('flourish', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
('special', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
('political', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
('environment', 0, 0, 0.4, 0.2, 0, 0.2, 0, 0, 0.2, 0)
('give', 0, 0, 0.5, 0, 0, 0.5, 0, 0, 0, 0)
('quality', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
('associated', 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)
